id,sentence,aspect,aspect_token,label,label_text
175,sale cho lắm vào rồi nói cháy hàng không sale nữa quay về giá cũ đặt ngày 15 đến ngày 21 không có 1 cái phản hổi nói cửa hàng cháy hàng không giao kịp được đợi đến ngày 20 nhắn là không nhận đơn hàng...nếu vậy thì ngày 15 đừng có sale cửa hàng làm ăn xấu kinh ..ý kiến khách quan luôn á.dịch vụ xấu nhắn 15h đến 24h rép:,uy_tin_cua_hang,cửa hàng làm ăn xấu kinh .,0,negative
176,"lần đầu mua hàng của cửa hàng này trước khi mua mọi thứ đều tốt mình chốt xong rồi cửa hàng bảo hết hàng mình vẫn hoan hỉ chốt lại nhưng sau khi nhận được hàng thì. thứ 1 khuy cúc bị rạch hết, hàng mới không bao giờ như thế thứ 2 cửa hàng tư vấn kích cỡ 29 một cái mình mặc vừa, một cái mặc như săn quần lội luôn. thứ 3 chỉ lớp trái quần may rất sơ sài lỡ kéo 1 phát là tuôn chỉ ra hết. thứ 4 nhắn tin lúc trước khi mua thì trả lời nhanh còn sau khi mua nhắn tim complaint thì không thấy trả lời. chắc mình mua hôm được tặng 1 cái ví nên bị ghét hay sao đó, chứ mình thấy mọi người mua hàng rất tốt lần đầu cũng như lần cuối không bao giờ mua của cửa hàng này nữa. rất sợ.",gia_cong,"khuy cúc bị rạch hết,chỉ lớp trái quần may rất sơ sài lỡ kéo 1 phát là tuôn chỉ ra hết",0,negative
176,"lần đầu mua hàng của cửa hàng này trước khi mua mọi thứ đều tốt mình chốt xong rồi cửa hàng bảo hết hàng mình vẫn hoan hỉ chốt lại nhưng sau khi nhận được hàng thì. thứ 1 khuy cúc bị rạch hết, hàng mới không bao giờ như thế thứ 2 cửa hàng tư vấn kích cỡ 29 một cái mình mặc vừa, một cái mặc như săn quần lội luôn. thứ 3 chỉ lớp trái quần may rất sơ sài lỡ kéo 1 phát là tuôn chỉ ra hết. thứ 4 nhắn tin lúc trước khi mua thì trả lời nhanh còn sau khi mua nhắn tim complaint thì không thấy trả lời. chắc mình mua hôm được tặng 1 cái ví nên bị ghét hay sao đó, chứ mình thấy mọi người mua hàng rất tốt lần đầu cũng như lần cuối không bao giờ mua của cửa hàng này nữa. rất sợ.",kich_co," một cái mình mặc vừa, một cái mặc như săn quần lội luôn",0,negative
176,"lần đầu mua hàng của cửa hàng này trước khi mua mọi thứ đều tốt mình chốt xong rồi cửa hàng bảo hết hàng mình vẫn hoan hỉ chốt lại nhưng sau khi nhận được hàng thì. thứ 1 khuy cúc bị rạch hết, hàng mới không bao giờ như thế thứ 2 cửa hàng tư vấn kích cỡ 29 một cái mình mặc vừa, một cái mặc như săn quần lội luôn. thứ 3 chỉ lớp trái quần may rất sơ sài lỡ kéo 1 phát là tuôn chỉ ra hết. thứ 4 nhắn tin lúc trước khi mua thì trả lời nhanh còn sau khi mua nhắn tim complaint thì không thấy trả lời. chắc mình mua hôm được tặng 1 cái ví nên bị ghét hay sao đó, chứ mình thấy mọi người mua hàng rất tốt lần đầu cũng như lần cuối không bao giờ mua của cửa hàng này nữa. rất sợ.",cham_soc_khach_hang,nhắn tin lúc trước khi mua thì trả lời nhanh còn sau khi mua nhắn tim complaint thì không thấy trả lời,0,negative
177,"thật sự có 1 trải nhiệm rất xấu với cửa hàng này, mà lần đầu đặt thì không nói nhưng đây cũng là lần thứ 2 đặt rồi. đặt 2 cái quần từ m8 1 đến giờ là 22 1 vẫn không giao đủ sản phẩm cho mình, đã có 4 lần nhắn tin cho cửa hàng hỗ trợ nhưng sau 4 lần thì là lúc nào cũng câu bên em đã lên đơn rồi xong hỏi lại thì bảo đơn hàng bị huỷ rồi hỏi hoàn tiền, mình đặt hàng trả sẵn để có đồ mặc chứ không phải đặt xong bảo mình là hoàn tiền thật nực cười. mua 2 cái giao hàng 1 cái xong hỗ trợ tới 4 lần nhưng cuối cùng nhận lại là bị huỷ đơn xong không thông báo hay bất cứ thứ gì lại cho khách hàng, trải nhiệm xấu nhất với cửa hàng này, đây là trải nhiệm và ý kiến cá nhân, có thể mọi người không bị nhưng đây là thứ mình bị, cửa hàng ở hà nội mà như ở mĩ đặt hàng tới tận 2 tuần không có nổi cái quần cho khách. xấu",giao_hang,"đặt 2 cái quần từ m8 1 đến giờ là 22 1 vẫn không giao đủ sản phẩm cho mình,đặt hàng tới tận 2 tuần không có nổi cái quần cho khách",0,negative
177,"thật sự có 1 trải nhiệm rất xấu với cửa hàng này, mà lần đầu đặt thì không nói nhưng đây cũng là lần thứ 2 đặt rồi. đặt 2 cái quần từ m8 1 đến giờ là 22 1 vẫn không giao đủ sản phẩm cho mình, đã có 4 lần nhắn tin cho cửa hàng hỗ trợ nhưng sau 4 lần thì là lúc nào cũng câu bên em đã lên đơn rồi xong hỏi lại thì bảo đơn hàng bị huỷ rồi hỏi hoàn tiền, mình đặt hàng trả sẵn để có đồ mặc chứ không phải đặt xong bảo mình là hoàn tiền thật nực cười. mua 2 cái giao hàng 1 cái xong hỗ trợ tới 4 lần nhưng cuối cùng nhận lại là bị huỷ đơn xong không thông báo hay bất cứ thứ gì lại cho khách hàng, trải nhiệm xấu nhất với cửa hàng này, đây là trải nhiệm và ý kiến cá nhân, có thể mọi người không bị nhưng đây là thứ mình bị, cửa hàng ở hà nội mà như ở mĩ đặt hàng tới tận 2 tuần không có nổi cái quần cho khách. xấu",uy_tin_cua_hang, 4 lần nhắn tin cho cửa hàng hỗ trợ nhưng sau 4 lần thì là lúc nào cũng câu bên em đã lên đơn rồi xong hỏi lại thì bảo đơn hàng bị huỷ rồi hỏi hoàn tiền,0,negative
178,từng mua quần này màu be thì kiểu dáng khá tốt nên lần này mua lại cái màu đen nhưng lại nhận được quần có kiểu dáng khác tuy cùng loại sản phẩm. quần đen này kiểu dáng khá xấu đã thế lại còn bị rách. không biết có phải do sale nên bán quần loại khác hay không chứ chất lượng không bằng quần be lần trước,kieu_dang,iểu dáng khác tuy cùng loại sản phẩm.,0,negative
178,từng mua quần này màu be thì kiểu dáng khá tốt nên lần này mua lại cái màu đen nhưng lại nhận được quần có kiểu dáng khác tuy cùng loại sản phẩm. quần đen này kiểu dáng khá xấu đã thế lại còn bị rách. không biết có phải do sale nên bán quần loại khác hay không chứ chất lượng không bằng quần be lần trước,gia_cong,quần đen này kiểu dáng khá xấu đã thế lại còn bị rách,0,negative
179,quần mua cho người yêu mang tết . mà quần bị dơ ở ống quần vơi lại quần hôi lắm không phải mùi vải mà mùi á. mình đưa cho người yêu ngửi cũng nói hôi. được cái giao hàng nhanh thôi,gia_cong, quần bị dơ ở ống quần vơi lại quần hôi lắm không phải mùi vải mà mùi á,0,negative
180,nhận hàng vừa mới giặt xong đã bị bung chỉ hết 1 đoạn đùi,do_ben,vừa mới giặt xong đã bị bung chỉ hết 1 đoạn đùi,0,negative
181,chất lượng khoá kéo rất xấu mua 4 cái mà 2 cái mặc vài lần đã hỏng khoá kéo.,gia_cong,chất lượng khoá kéo rất xấu,0,negative
181,chất lượng khoá kéo rất xấu mua 4 cái mà 2 cái mặc vài lần đã hỏng khoá kéo.,do_ben,mặc vài lần đã hỏng khoá kéo.,0,negative
182,1 sao 1 sao 1 sao .vải xấu quần may xấu . hỏi cửa hàng để đổi lại không thấy trả lời mọi người đừng mua,gia_cong,quần may xấu,0,negative
182,1 sao 1 sao 1 sao .vải xấu quần may xấu . hỏi cửa hàng để đổi lại không thấy trả lời mọi người đừng mua,chat_lieu,vải xấu,0,negative
182,1 sao 1 sao 1 sao .vải xấu quần may xấu . hỏi cửa hàng để đổi lại không thấy trả lời mọi người đừng mua,cham_soc_khach_hang, hỏi cửa hàng để đổi lại không thấy trả lời mọi người đừng mua,0,negative
183,"đánh giá mới: phải lên đánh giá lại từ 3 còn 1 sao vì, sau vài lần mặc, cái quần chỉ thừa thua ngoài chợ. mua cái xám và đen bị chung tình trạng, nút rất kỳ dễ đứt, phần đeo dây nịt sơ sài. nhìn hình sẽ rõ. mình bận quần chứ cũng không phải đi đánh trận mà nhìn nó te tua thật sự đánh giá cũ: mình mua mặc được đúng 3 lần, bung nút. lúc mới mua về đã không chắc chắn. phần đeo dậy nịt cũng bung chỉ. quần này khá rộng, mua về phải bóp dù mình mua khá nhiều cửa hàng kích cỡ vẫn tốt mà kiểu dáng quần này hơi rộng",gia_cong,"cái quần chỉ thừa thua ngoài chợ, út rất kỳ dễ đứt, phần đeo dây nịt sơ sài",0,negative
183,"đánh giá mới: phải lên đánh giá lại từ 3 còn 1 sao vì, sau vài lần mặc, cái quần chỉ thừa thua ngoài chợ. mua cái xám và đen bị chung tình trạng, nút rất kỳ dễ đứt, phần đeo dây nịt sơ sài. nhìn hình sẽ rõ. mình bận quần chứ cũng không phải đi đánh trận mà nhìn nó te tua thật sự đánh giá cũ: mình mua mặc được đúng 3 lần, bung nút. lúc mới mua về đã không chắc chắn. phần đeo dậy nịt cũng bung chỉ. quần này khá rộng, mua về phải bóp dù mình mua khá nhiều cửa hàng kích cỡ vẫn tốt mà kiểu dáng quần này hơi rộng",do_ben,"mua mặc được đúng 3 lần, bung nú",0,negative
183,"đánh giá mới: phải lên đánh giá lại từ 3 còn 1 sao vì, sau vài lần mặc, cái quần chỉ thừa thua ngoài chợ. mua cái xám và đen bị chung tình trạng, nút rất kỳ dễ đứt, phần đeo dây nịt sơ sài. nhìn hình sẽ rõ. mình bận quần chứ cũng không phải đi đánh trận mà nhìn nó te tua thật sự đánh giá cũ: mình mua mặc được đúng 3 lần, bung nút. lúc mới mua về đã không chắc chắn. phần đeo dậy nịt cũng bung chỉ. quần này khá rộng, mua về phải bóp dù mình mua khá nhiều cửa hàng kích cỡ vẫn tốt mà kiểu dáng quần này hơi rộng",kich_co, mua về phải bóp,0,negative
183,"đánh giá mới: phải lên đánh giá lại từ 3 còn 1 sao vì, sau vài lần mặc, cái quần chỉ thừa thua ngoài chợ. mua cái xám và đen bị chung tình trạng, nút rất kỳ dễ đứt, phần đeo dây nịt sơ sài. nhìn hình sẽ rõ. mình bận quần chứ cũng không phải đi đánh trận mà nhìn nó te tua thật sự đánh giá cũ: mình mua mặc được đúng 3 lần, bung nút. lúc mới mua về đã không chắc chắn. phần đeo dậy nịt cũng bung chỉ. quần này khá rộng, mua về phải bóp dù mình mua khá nhiều cửa hàng kích cỡ vẫn tốt mà kiểu dáng quần này hơi rộng",kieu_dang,kiểu dáng quần này hơi rộng,0,negative
184,chưa mặc đã bục chỉ,gia_cong,chưa mặc đã bục chỉ,0,negative
185,nhắn tim dặn cửa hàng che tên với giá tiền mà cửa hàng không che,cham_soc_khach_hang,nhắn tim dặn cửa hàng che tên với giá tiền mà cửa hàng không che,0,negative
186,"mép quần bị may lỗi nha , đặt 3 cái thì 2 cái bị lỗi",gia_cong,mép quần bị may lỗ,0,negative
187,"sản phẩm may ẩu lỗi nhiều, cskh kém trả lời tin nhắn chậm",gia_cong,sản phẩm may ẩu lỗi nhiều,0,negative
187,"sản phẩm may ẩu lỗi nhiều, cskh kém trả lời tin nhắn chậm",cham_soc_khach_hang,cskh kém trả lời tin nhắn chậm,0,negative
188,"sản phẩm không như mong muốn, đường line quần không rõ, quần rộng. rất thất vọng so với lần mua trước",gia_cong,đường line quần không rõ,0,negative
188,"sản phẩm không như mong muốn, đường line quần không rõ, quần rộng. rất thất vọng so với lần mua trước",kich_co, quần rộng,0,negative
189,quần may bị lệch túi rất xấu cửa hàng lớn như vậy mà may quần còn lỗi không nên mua rất kém,gia_cong,quần may bị lệch túi rất xấu,0,negative
190,giao sai kích cỡ mà nhắn còn cải r nhắn được tí cũng im ru,giao_hang,giao sai kích cỡ,0,negative
190,giao sai kích cỡ mà nhắn còn cải r nhắn được tí cũng im ru,cham_soc_khach_hang,nhắn còn cải r nhắn được tí cũng im ru,0,negative
191,đã mua 1 lần rồi thấy đẹp nên mua lại. lần này có dịp đặt lại mà cửa hàng lại giao thiếu sản phẩm cho mình lại còn giao hàng chậm,giao_hang,cửa hàng lại giao thiếu sản phẩm cho mình lại còn giao hàng chậm,0,negative
192,"mik m65 55ki mặc quần này rộng 10 phân, bạn nào định mua thì nên giảm 1 kích cỡ eo nhỏ giảm 2 kích cỡ giá rẻ không đòi hỏi nhiều nhưng mà đáy quần dằn ngược là không thể hiểu, dẫn đến so le, mặc bị cộm đáy.",kich_co,quần này rộng 10 phân,0,negative
192,"mik m65 55ki mặc quần này rộng 10 phân, bạn nào định mua thì nên giảm 1 kích cỡ eo nhỏ giảm 2 kích cỡ giá rẻ không đòi hỏi nhiều nhưng mà đáy quần dằn ngược là không thể hiểu, dẫn đến so le, mặc bị cộm đáy.",gia_ca, giá rẻ,2,positive
192,"mik m65 55ki mặc quần này rộng 10 phân, bạn nào định mua thì nên giảm 1 kích cỡ eo nhỏ giảm 2 kích cỡ giá rẻ không đòi hỏi nhiều nhưng mà đáy quần dằn ngược là không thể hiểu, dẫn đến so le, mặc bị cộm đáy.",gia_cong,"đáy quần dằn ngược là không thể hiểu, dẫn đến so le, mặc bị cộm đáy",0,negative
193,"đặt 3 lần. lần thứ nhất ổn, lần thứ 2 giao lộn kích cỡ lần thứ 3 lỗi quần",giao_hang, giao lộn kích cỡ ,0,negative
193,"đặt 3 lần. lần thứ nhất ổn, lần thứ 2 giao lộn kích cỡ lần thứ 3 lỗi quần",chat_luong,lỗi quần,0,negative
193,"đặt 3 lần. lần thứ nhất ổn, lần thứ 2 giao lộn kích cỡ lần thứ 3 lỗi quần",chat_luong, lần thứ nhất ổn,1,neutral
194,quần chiều dài thi vừa nhưng eo rộng thùng thình,kich_co,quần chiều dài thi vừa nhưng eo rộng thùng thình,0,negative
195,mua nhiều lần rồi nên thấy càng ngày chất vải càng khác chất vải lần này rất xấu,chat_lieu,càng ngày chất vải càng khác chất vải lần này rất xấu,0,negative
196,quần mặc lần đầu tiên đã thấy sổ vải ra có vẻ bị sổ vải từ trước do mua về gần 2 tuần sau mới mặc nên mới để ý thấy kiểu dáng đẹp quần tốt,gia_cong,mặc lần đầu tiên đã thấy sổ vải ra,0,negative
196,quần mặc lần đầu tiên đã thấy sổ vải ra có vẻ bị sổ vải từ trước do mua về gần 2 tuần sau mới mặc nên mới để ý thấy kiểu dáng đẹp quần tốt,kieu_dang,kiểu dáng đẹp ,2,positive
197,cửa hàng giao cho mình quần mà bị rách túi như này là khó chịu vô cùng nhé :,gia_cong,quần mà bị rách túi ,0,negative
198,"chất liệu tốt mặc thoải mái, trước đã mua một lần và mua lại nhưng bị lỗi khoá quần kéo khoá toàn bị bung không dùng được",chat_lieu,chất liệu tốt mặc thoải mái,2,positive
198,"chất liệu tốt mặc thoải mái, trước đã mua một lần và mua lại nhưng bị lỗi khoá quần kéo khoá toàn bị bung không dùng được",gia_cong, lỗi khoá quần kéo khoá toàn bị bung không dùng được,0,negative
199,may túi kiểu gì vậy,gia_cong,may túi kiểu gì vậy,0,negative
200,"đáng với tiền mua, mặc mấy ngày không sao , sau mấy ngày sau vải bị xù lông , rất bực , mọi người không nên mua",gia_ca,đáng với tiền mua,1,neutral
200,"đáng với tiền mua, mặc mấy ngày không sao , sau mấy ngày sau vải bị xù lông , rất bực , mọi người không nên mua",do_ben, sau mấy ngày sau vải bị xù lông,0,negative
201,ổn nhưng tự ý cắt khuy cài của khách hàng,chat_luong,ổn ,1,neutral
201,ổn nhưng tự ý cắt khuy cài của khách hàng,gia_cong, tự ý cắt khuy cài của khách hàng,0,negative
202,"không phục vụ người mua , có thẻ member vẫn không được đổi trả miễn phí . nên mọi người không nên mua ở cửa hàng này nhé …",cham_soc_khach_hang,"không phục vụ người mua ,",0,negative
203,chán người giao hàng,giao_hang,chán người giao hàng,0,negative
204,"quần kiểu dáng xấu mặc nóng, mua 2 cái cùng 1 kích cỡ nhưng cái rộng cái chật. không đáng để mua",kieu_dang,quần kiểu dáng xấu,0,negative
204,"quần kiểu dáng xấu mặc nóng, mua 2 cái cùng 1 kích cỡ nhưng cái rộng cái chật. không đáng để mua",chat_lieu,mặc nóng,0,negative
204,"quần kiểu dáng xấu mặc nóng, mua 2 cái cùng 1 kích cỡ nhưng cái rộng cái chật. không đáng để mua",kich_co,2 cái cùng 1 kích cỡ nhưng cái rộng cái chật,0,negative
205,quần mua tặng nên không có hình ảnh chọn kích cỡ theo số đo của cửa hàng nhưng m75 nặng 60 cân mặc vừa cộc vừa chật cũng có nhắn cho cửa hàng để đổi kích cỡ rồi nhưng vì không có tgian nên thôi kệ vậy cửa hàng cbi hàng lâu lắm đến khi bạn nhắn tin cho cửa hàng rồi mãi ms được giao cho bên vc,kich_co,mặc vừa cộc vừa chật,0,negative
205,quần mua tặng nên không có hình ảnh chọn kích cỡ theo số đo của cửa hàng nhưng m75 nặng 60 cân mặc vừa cộc vừa chật cũng có nhắn cho cửa hàng để đổi kích cỡ rồi nhưng vì không có tgian nên thôi kệ vậy cửa hàng cbi hàng lâu lắm đến khi bạn nhắn tin cho cửa hàng rồi mãi ms được giao cho bên vc,dong_goi,cửa hàng cbi hàng lâu lắm ,0,negative
206,tôi đã mua 1 lần ở đây màu đen khá hài lòng. quần đen là không xếp li. nhưng quần mình nhận lại có xếp ly. quần đen kích cỡ 29 mình mặt vừa. nhưng ghi xám 29 mình không mặc vừa.,chat_luong,tôi đã mua 1 lần ở đây màu đen khá hài lòng,2,positive
206,tôi đã mua 1 lần ở đây màu đen khá hài lòng. quần đen là không xếp li. nhưng quần mình nhận lại có xếp ly. quần đen kích cỡ 29 mình mặt vừa. nhưng ghi xám 29 mình không mặc vừa.,kich_co,quần đen kích cỡ 29 mình mặt vừa,2,positive
206,tôi đã mua 1 lần ở đây màu đen khá hài lòng. quần đen là không xếp li. nhưng quần mình nhận lại có xếp ly. quần đen kích cỡ 29 mình mặt vừa. nhưng ghi xám 29 mình không mặc vừa.,kich_co, ghi xám 29 mình không mặc vừa.,0,negative
207,hủy đơn nhưng vẫn cố giao hàng,giao_hang,hủy đơn nhưng vẫn cố giao hàng,0,negative
208,"đặt hoả tốc nút ẩn trắng, giao trắng tinh nút lộ, màu trắng nó giả trân, nhắn tin thì kêu hỗ trợ đổi, tưởng thế nào kêu nhấn thht rồi đặt lại đơn khác vậy ngta đặt hoả tốc làm gì. vải thì mềm nhưng dễ nhăn và không có thoáng khí như mô tả nha, giá này thì mấy bạn sinh viên mua tốt còn mua đi làm hoặc mặc đi sự kiện thì cân nhắc",mau_sac,", màu trắng nó giả trân",0,negative
208,"đặt hoả tốc nút ẩn trắng, giao trắng tinh nút lộ, màu trắng nó giả trân, nhắn tin thì kêu hỗ trợ đổi, tưởng thế nào kêu nhấn thht rồi đặt lại đơn khác vậy ngta đặt hoả tốc làm gì. vải thì mềm nhưng dễ nhăn và không có thoáng khí như mô tả nha, giá này thì mấy bạn sinh viên mua tốt còn mua đi làm hoặc mặc đi sự kiện thì cân nhắc",chat_lieu, vải thì mềm nhưng dễ nhăn và không có thoáng khí như mô tả,0,negative
208,"đặt hoả tốc nút ẩn trắng, giao trắng tinh nút lộ, màu trắng nó giả trân, nhắn tin thì kêu hỗ trợ đổi, tưởng thế nào kêu nhấn thht rồi đặt lại đơn khác vậy ngta đặt hoả tốc làm gì. vải thì mềm nhưng dễ nhăn và không có thoáng khí như mô tả nha, giá này thì mấy bạn sinh viên mua tốt còn mua đi làm hoặc mặc đi sự kiện thì cân nhắc",gia_ca, giá này thì mấy bạn sinh viên mua tốt,2,positive
209,kích thước không đúng như mô tả,kich_co,kích thước không đúng như mô tả,0,negative
210,3 sao dây kéo quần rất dễ hỏng cả 2 quần mình mua điều thế,do_ben,dây kéo quần rất dễ hỏng,0,negative
211,"mình đánh giá để mọi người biết để mua và suy nghĩ nha quần kích cỡ không được chuẩn cho lắm , cùng 1 kích cỡ mà màu ghi nhỏ hơn và ngắn hơn quần mày đen, khóa của quần rất dổm, nhìn là biết loại khóa rẻ tiền chắc tầm 1k, còn ống quần thì khống đúng với bảng kích cỡ cửa hàng đăng, ống quần kích cỡ 29 chỉ có 15.5cm nhé mọi người. quần không dài cho lắm khá là ngắn, chất vải khá ổn áp",kich_co," quần kích cỡ không được chuẩn cho lắm , cùng 1 kích cỡ mà màu ghi nhỏ hơn và ngắn hơn quần mày đen, quần không dài cho lắm khá là ngắn",0,negative
211,"mình đánh giá để mọi người biết để mua và suy nghĩ nha quần kích cỡ không được chuẩn cho lắm , cùng 1 kích cỡ mà màu ghi nhỏ hơn và ngắn hơn quần mày đen, khóa của quần rất dổm, nhìn là biết loại khóa rẻ tiền chắc tầm 1k, còn ống quần thì khống đúng với bảng kích cỡ cửa hàng đăng, ống quần kích cỡ 29 chỉ có 15.5cm nhé mọi người. quần không dài cho lắm khá là ngắn, chất vải khá ổn áp",gia_cong,"khóa của quần rất dổm, nhìn là biết loại khóa rẻ tiền chắc tầm 1k",0,negative
211,"mình đánh giá để mọi người biết để mua và suy nghĩ nha quần kích cỡ không được chuẩn cho lắm , cùng 1 kích cỡ mà màu ghi nhỏ hơn và ngắn hơn quần mày đen, khóa của quần rất dổm, nhìn là biết loại khóa rẻ tiền chắc tầm 1k, còn ống quần thì khống đúng với bảng kích cỡ cửa hàng đăng, ống quần kích cỡ 29 chỉ có 15.5cm nhé mọi người. quần không dài cho lắm khá là ngắn, chất vải khá ổn áp",chat_lieu,chất vải khá ổn áp,1,neutral
212,quần bên cửa hàng sau khi sử dụng được hơn 1 tuần thì vải bị xơ liên tục và khi mới đây là bị rách ntn,do_ben,sau khi sử dụng được hơn 1 tuần thì vải bị xơ liên tục và khi mới đây là bị rách,0,negative
213,"tư vấn kích cỡ không vừa , mãi không cho đổi kích cỡ . rất chán",kich_co,kích cỡ không vừa ,0,negative
213,"tư vấn kích cỡ không vừa , mãi không cho đổi kích cỡ . rất chán",doi_tra, mãi không cho đổi kích cỡ ,0,negative
214,chất lượng khá xấu sau khi mặc và giặt 1 lần thì sản phẩm bị xù lông. chất lượng đường may xấu,chat_luong,chất lượng khá xấu,0,negative
214,chất lượng khá xấu sau khi mặc và giặt 1 lần thì sản phẩm bị xù lông. chất lượng đường may xấu,do_ben,sau khi mặc và giặt 1 lần thì sản phẩm bị xù lông,0,negative
214,chất lượng khá xấu sau khi mặc và giặt 1 lần thì sản phẩm bị xù lông. chất lượng đường may xấu,gia_cong, chất lượng đường may xấu,0,negative
215,rất thất vọng với cách làm việc của cửa hàng đặt hàng còn không lên nổi đơn cho khác mình nghĩ mọi người nên suy nghĩ về việc có nên đặt đồ của cửa hàng này không,cham_soc_khach_hang,rất thất vọng với cách làm việc của cửa hàng đặt hàng còn không lên nổi đơn cho khác,0,negative
216,dùng được 1 hôm mà đã sờn vải,do_ben,dùng được 1 hôm mà đã sờn vải,0,negative
217,"mua 2 quần lỗi cả 2, 1 cái bị lem bẩn. 1 cái thậm xấu hơn là sờn 2 đít quần. rất thất vọng",gia_cong,"mua 2 quần lỗi cả 2, 1 cái bị lem bẩn. 1 cái thậm xấu hơn là sờn 2 đít quần",0,negative
218,"mình định đánh giá 5 .từ chất vải đến đường may đều đẹp . nhưng không biết do xui hay sao bên gia công may chưa tới ,chừa 1 lỗ nhỏ dưới zip quần. mong cửa hàng khắc phục,kiểm tra hàng trước khi giao. 👍",gia_cong,"bên gia công may chưa tới ,chừa 1 lỗ nhỏ dưới zip quần",0,negative
219,"mình đã mua sản phẩm này ở 2 năm trước và hài lòng cho đến hiện tại và quyết định ủng hộ cửa hàng lần 2 nhưng lần này mình đã có trải nghiệm rất kì xấu từ lúc cầm đơn hàng từ tay người giao hàng mình đã có cảm giác chất lượng không như lúc đầu sản phẩm nhẹ hơn vải rất mỏng không dày như trước , các chi tiết đường chỉ đã không còn tỉ mỉ phải chăng các bạn đã có được thương hiệu và số lượng mà không cần quan tâm đến chất lượng sản phẩm",chat_luong,mình đã mua sản phẩm này ở 2 năm trước và hài lòng ,2,positive
219,"mình đã mua sản phẩm này ở 2 năm trước và hài lòng cho đến hiện tại và quyết định ủng hộ cửa hàng lần 2 nhưng lần này mình đã có trải nghiệm rất kì xấu từ lúc cầm đơn hàng từ tay người giao hàng mình đã có cảm giác chất lượng không như lúc đầu sản phẩm nhẹ hơn vải rất mỏng không dày như trước , các chi tiết đường chỉ đã không còn tỉ mỉ phải chăng các bạn đã có được thương hiệu và số lượng mà không cần quan tâm đến chất lượng sản phẩm",chat_luong, chất lượng không như lúc đầu sản phẩm nhẹ hơn,0,negative
219,"mình đã mua sản phẩm này ở 2 năm trước và hài lòng cho đến hiện tại và quyết định ủng hộ cửa hàng lần 2 nhưng lần này mình đã có trải nghiệm rất kì xấu từ lúc cầm đơn hàng từ tay người giao hàng mình đã có cảm giác chất lượng không như lúc đầu sản phẩm nhẹ hơn vải rất mỏng không dày như trước , các chi tiết đường chỉ đã không còn tỉ mỉ phải chăng các bạn đã có được thương hiệu và số lượng mà không cần quan tâm đến chất lượng sản phẩm",chat_lieu, vải rất mỏng không dày như trước,0,negative
219,"mình đã mua sản phẩm này ở 2 năm trước và hài lòng cho đến hiện tại và quyết định ủng hộ cửa hàng lần 2 nhưng lần này mình đã có trải nghiệm rất kì xấu từ lúc cầm đơn hàng từ tay người giao hàng mình đã có cảm giác chất lượng không như lúc đầu sản phẩm nhẹ hơn vải rất mỏng không dày như trước , các chi tiết đường chỉ đã không còn tỉ mỉ phải chăng các bạn đã có được thương hiệu và số lượng mà không cần quan tâm đến chất lượng sản phẩm",gia_cong,các chi tiết đường chỉ đã không còn tỉ mỉ ,0,negative
220,không hài lòng cửa hàng,uy_tin_cua_hang,không hài lòng cửa hàng,0,negative
221,"dáng quần siêu rộng, chiều dài thì vừa với mình nhưng rộng lắm luôn, đặc biệt là phần đũng quần rộng rất nên nhìn phèn phèn.",kich_co,"dáng quần siêu rộng, rộng lắm luôn, à phần đũng quần rộng",0,negative
222,"chất vải cũng tốt dày, chỉ thừa hơi nhiều quần vừa lấy xong đã bung luôn cúc rất xấu trừ điểm vì chỉ thừa",chat_lieu,chất vải cũng tốt dày,2,positive
222,"chất vải cũng tốt dày, chỉ thừa hơi nhiều quần vừa lấy xong đã bung luôn cúc rất xấu trừ điểm vì chỉ thừa",gia_cong, chỉ thừa hơi nhiều quần vừa lấy xong đã bung luôn cúc rất xấu trừ ,0,negative
223,bỏ 160k về để nhận 1 cái quần mặc 2 lần rách đ . lúc sáng mặc đi làm thấy ai cũng nhìn nên thấy lạ lạ nhìn lại cái quần thì rách 1 đường dài . chưa bao giờ mua đồ gặp tình trạng này . quần tây mua ngoài chợ 100k cũng chả đến nổi . lần đầu mua cửa hàng này cũng như lần cuối . ai định mua thì nên xem xét lại . theo mình thấy không bằng cái quần ngoài chợ,gia_ca,bỏ 160k về để nhận 1 cái quần mặc 2 lần rách đ,0,negative
223,bỏ 160k về để nhận 1 cái quần mặc 2 lần rách đ . lúc sáng mặc đi làm thấy ai cũng nhìn nên thấy lạ lạ nhìn lại cái quần thì rách 1 đường dài . chưa bao giờ mua đồ gặp tình trạng này . quần tây mua ngoài chợ 100k cũng chả đến nổi . lần đầu mua cửa hàng này cũng như lần cuối . ai định mua thì nên xem xét lại . theo mình thấy không bằng cái quần ngoài chợ,do_ben,bỏ 160k về để nhận 1 cái quần mặc 2 lần rách đ,0,negative
224,lộn hàng mất thời gian mua hàng 189 giao 159 lộn khôn thế quần thì rộng cố ý giao lộn rõ ràng,giao_hang,n hàng mất thời gian mua hàng 189 giao 159 lộn,0,negative
224,lộn hàng mất thời gian mua hàng 189 giao 159 lộn khôn thế quần thì rộng cố ý giao lộn rõ ràng,kich_co, quần thì rộng,0,negative
224,lộn hàng mất thời gian mua hàng 189 giao 159 lộn khôn thế quần thì rộng cố ý giao lộn rõ ràng,uy_tin_cua_hang, cố ý giao lộn rõ ràng,0,negative
