id,sentence,aspect,aspect_token,label,label_text,input_text,label_id
535,chất liệu vải không phù hợp,chat_lieu,chất liệu vải không phù hợp,0,negative,chất liệu vải không phù hợp [SEP] vải chất liệu vải thun cotton jean kaki,0
611,"quần không khác gì quần tây bình thường, đường may cũng tốt chất vải đứng dáng",gia_cong, đường may cũng tốt,2,positive,"quần không khác gì quần tây bình thường, đường may cũng tốt chất vải đứng dáng [SEP] đường may gia công chỉ may",2
222,"chất vải cũng tốt dày, chỉ thừa hơi nhiều quần vừa lấy xong đã bung luôn cúc rất xấu trừ điểm vì chỉ thừa",gia_cong, chỉ thừa hơi nhiều quần vừa lấy xong đã bung luôn cúc rất xấu trừ ,0,negative,"chất vải cũng tốt dày, chỉ thừa hơi nhiều quần vừa lấy xong đã bung luôn cúc rất xấu trừ điểm vì chỉ thừa [SEP] đường may gia công chỉ may",0
278,"quần đẹp ạ, mặc được vài lần thì bung chỉ các thứ, chỉ may khá mỏng nên dễ bung lắm mọi người à. chắc được cái quần mặc thoải mái thôi",do_ben,mặc được vài lần thì bung chỉ các thứ,0,negative,"quần đẹp ạ, mặc được vài lần thì bung chỉ các thứ, chỉ may khá mỏng nên dễ bung lắm mọi người à. chắc được cái quần mặc thoải mái thôi [SEP] độ bền bền rách bung hỏng",0
298,lần2 mua đồ trên cửa hàng nhưng lần này hơi thất vọng về sp,chat_luong, lần này hơi thất vọng về sp,0,negative,lần2 mua đồ trên cửa hàng nhưng lần này hơi thất vọng về sp [SEP] chất lượng tốt xấu thất vọng hài lòng,0
352,"vải tạm , mọi người nên đặt lùi 1 kích cỡ vì nó rộng lắm luôn :",chat_lieu,vải tạm,1,neutral,"vải tạm , mọi người nên đặt lùi 1 kích cỡ vì nó rộng lắm luôn : [SEP] vải chất liệu vải thun cotton jean kaki",1
16,quần đẹp mới mở ra đã bị bung chỉ gấu quần rồi,gia_cong,mới mở ra đã bị bung chỉ gấu quần rồi,0,negative,quần đẹp mới mở ra đã bị bung chỉ gấu quần rồi [SEP] đường may gia công chỉ may,0
90,"sản phẩm lỗi,ko được hỗ trợ",chat_luong,sản phẩm lỗ,0,negative,"sản phẩm lỗi,ko được hỗ trợ [SEP] chất lượng tốt xấu thất vọng hài lòng",0
643,"hàng đẹp giao hàng nhanh, rẻ, đúng với mô tả cửa hàng cửa hàng tư vấn nhiệt tình",cham_soc_khach_hang, cửa hàng tư vấn nhiệt tình,2,positive,"hàng đẹp giao hàng nhanh, rẻ, đúng với mô tả cửa hàng cửa hàng tư vấn nhiệt tình [SEP] chăm sóc khách hàng tư vấn phản hồi rep tin nhắn hỗ trợ",2
17,"quần hơi ngắn tui m8 bận kích cỡ 31 trên mắc cá 1 khúc lun á, mấy bạn cao cao mà óm óm cân nhắc nha",kich_co,quần hơi ngắn,0,negative,"quần hơi ngắn tui m8 bận kích cỡ 31 trên mắc cá 1 khúc lun á, mấy bạn cao cao mà óm óm cân nhắc nha [SEP] size kích cỡ rộng chật ngắn dài",0
592,quần thì khá ưng ý còn áo sơ mi trắng thì rất mỏng nhìn xuyên thấu luôn,chat_luong,quần thì khá ưng ý ,2,positive,quần thì khá ưng ý còn áo sơ mi trắng thì rất mỏng nhìn xuyên thấu luôn [SEP] chất lượng tốt xấu thất vọng hài lòng,2
572,đây là lần thứ 2 mua quần tại cửa hàng cùng kích cỡ nhưng kích cỡ 2 quần lại khác nhau,kich_co, cùng kích cỡ nhưng kích cỡ 2 quần lại khác nhau,0,negative,đây là lần thứ 2 mua quần tại cửa hàng cùng kích cỡ nhưng kích cỡ 2 quần lại khác nhau [SEP] size kích cỡ rộng chật ngắn dài,0
697,"chưa nhận hàng nên chưa thể đánh giá được, nhma cửa hàng hỗ trợ đổi trả tốt với liên tục liên lạc với khách hàng nên cho 4 , khi nào nhận hàng sẽ xem xét thêm 1 nữa.",cham_soc_khach_hang,cửa hàng hỗ trợ đổi trả tốt với liên tục liên lạc với khách hàng,2,positive,"chưa nhận hàng nên chưa thể đánh giá được, nhma cửa hàng hỗ trợ đổi trả tốt với liên tục liên lạc với khách hàng nên cho 4 , khi nào nhận hàng sẽ xem xét thêm 1 nữa. [SEP] chăm sóc khách hàng tư vấn phản hồi rep tin nhắn hỗ trợ",2
549,"cửa hàng nên lưu ý về phần kéo khoá quần, mình mới khui thì đã bị như vậy rồi, chất liệu vải thì khá là tốt cửa hàng tư vấn rất nhiệt tình",gia_cong,cửa hàng nên lưu ý về phần kéo khoá quần,0,negative,"cửa hàng nên lưu ý về phần kéo khoá quần, mình mới khui thì đã bị như vậy rồi, chất liệu vải thì khá là tốt cửa hàng tư vấn rất nhiệt tình [SEP] đường may gia công chỉ may",0
690,chất liệu ổn nhưng kiểu dáng thiết kế nó cứ sao sao ấy phần không thì dài với rộng lắm mình mua nó bị rộng ạ,kich_co,ì dài với rộng lắm mình mua nó bị rộng ạ,0,negative,chất liệu ổn nhưng kiểu dáng thiết kế nó cứ sao sao ấy phần không thì dài với rộng lắm mình mua nó bị rộng ạ [SEP] size kích cỡ rộng chật ngắn dài,0
707,"nhiều lần mua sp ở cửa hàng giao hàng nhanh, đóng gói cẩn thận. quần vải chất lượng, đường chỉ đẹp mặc rất thoải mái. rất chim ưng quần trong tầm giá này. ủng hộ nhiệt tình",dong_goi,đóng gói cẩn thận,2,positive,"nhiều lần mua sp ở cửa hàng giao hàng nhanh, đóng gói cẩn thận. quần vải chất lượng, đường chỉ đẹp mặc rất thoải mái. rất chim ưng quần trong tầm giá này. ủng hộ nhiệt tình [SEP] đóng gói bao bì đóng hộp",2
708,hàng thực sự rất tốt so với gía tiền. nhưng mà giao hàng n cứ pải gọi lại lâu vcđ,giao_hang, giao hàng n cứ pải gọi lại lâu vcđ,0,negative,hàng thực sự rất tốt so với gía tiền. nhưng mà giao hàng n cứ pải gọi lại lâu vcđ [SEP] ship giao hàng vận chuyển giao lâu,0
14,mua 3 cái 3 cái khác nhau hết,uy_tin_cua_hang,mua 3 cái 3 cái khác nhau hết,0,negative,mua 3 cái 3 cái khác nhau hết [SEP] uy tín shop cửa hàng đáng tin,0
21,"quần form đẹp rẻ bền, nên mua nhưng mà nó hơi bung chỉ. lúc đầu sp rất đpwj nhưng sau 2 lần giặt, vải xù hết cả lên, thất vọng về sản phẩm bên cửa hàng cửa hàng đã giải quyết bằng cách voucher cho mình nhưng mình vẫn phải đánh giá công bằng về sp",gia_cong, hơi bung chỉ,0,negative,"quần form đẹp rẻ bền, nên mua nhưng mà nó hơi bung chỉ. lúc đầu sp rất đpwj nhưng sau 2 lần giặt, vải xù hết cả lên, thất vọng về sản phẩm bên cửa hàng cửa hàng đã giải quyết bằng cách voucher cho mình nhưng mình vẫn phải đánh giá công bằng về sp [SEP] đường may gia công chỉ may",0
237,yêu cầu trả hàng hoàn tiền mà soop không lm theo hàng mới mua về giặt đã xù lông tốn tiền,do_ben,mua về giặt đã xù lông,0,negative,yêu cầu trả hàng hoàn tiền mà soop không lm theo hàng mới mua về giặt đã xù lông tốn tiền [SEP] độ bền bền rách bung hỏng,0
668,"lần trước mình mua áo sơ mi cho any thấy tốt giờ mua thêm cái áo cho mình và quất thêm vài cái quần cho any để thành bộ mặc cho xinh xẻo. vải quần khá mát, mịn kể cả áo cũng vậy luôn nha. any mình cao 1m75 và nặng 73kg mặc kích cỡ 33 đó ạ. quần màu đen vừa vặn, màu kem và xám eo rộng hơn đốt ngón tay.",kich_co,", màu kem và xám eo rộng hơn đốt ngón tay.",0,negative,"lần trước mình mua áo sơ mi cho any thấy tốt giờ mua thêm cái áo cho mình và quất thêm vài cái quần cho any để thành bộ mặc cho xinh xẻo. vải quần khá mát, mịn kể cả áo cũng vậy luôn nha. any mình cao 1m75 và nặng 73kg mặc kích cỡ 33 đó ạ. quần màu đen vừa vặn, màu kem và xám eo rộng hơn đốt ngón tay. [SEP] size kích cỡ rộng chật ngắn dài",0
594,chỉ thừa nhiều phom chuẩn hàng may bị lỗi với sơ sài trong tầm giá mua được nha mọi người,kieu_dang, phom chuẩn ,2,positive,chỉ thừa nhiều phom chuẩn hàng may bị lỗi với sơ sài trong tầm giá mua được nha mọi người [SEP] kiểu dáng form thiết kế mẫu,2
602,sản phẩm chất lượng phù hợp giá tiền giá sản phẩm cạnh tranh ổn,gia_ca,sản phẩm chất lượng phù hợp giá tiền giá sản phẩm cạnh tranh ổn,1,neutral,sản phẩm chất lượng phù hợp giá tiền giá sản phẩm cạnh tranh ổn [SEP] giá giá tiền mắc rẻ,1
486,cửa hàng nt không thân thiện lắm. hàng không đẹp không ưng ý,cham_soc_khach_hang,cửa hàng nt không thân thiện lắm,0,negative,cửa hàng nt không thân thiện lắm. hàng không đẹp không ưng ý [SEP] chăm sóc khách hàng tư vấn phản hồi rep tin nhắn hỗ trợ,0
657,quần chất liệu ổn,chat_lieu,quần chất liệu ổn,1,neutral,quần chất liệu ổn [SEP] vải chất liệu vải thun cotton jean kaki,1
15,"tư vấn thì bị rộng kích cỡ giao thì nhanh, mà đổi hàng thi tới 17 ngày làm ăn không hiểu được",doi_tra,đổi hàng thi tới 17 ngày,0,negative,"tư vấn thì bị rộng kích cỡ giao thì nhanh, mà đổi hàng thi tới 17 ngày làm ăn không hiểu được [SEP] đổi trả hoàn tiền bảo hành",0
538,"mình 52kg 1m68 nhưng bận rất chật có liên hệ cửa hàng nhưng do cửa hàng đã nghỉ tết nên không đổi trả được, chỉ thừa rất nhiều và không vừa kích cỡ có chút thất vọng :",gia_cong, chỉ thừa rất nhiều ,0,negative,"mình 52kg 1m68 nhưng bận rất chật có liên hệ cửa hàng nhưng do cửa hàng đã nghỉ tết nên không đổi trả được, chỉ thừa rất nhiều và không vừa kích cỡ có chút thất vọng : [SEP] đường may gia công chỉ may",0
107,"sản phẩm giao nhanh, với giá 160k thì sản phẩm này gọi là tạm chấp nhận được chứ mà bán với giá gốc 300 cành thì quần này rất xấu quần chỉ thừa rất nhiều. chất lượng hoàn thiện chưa cao, không ai nói đây là hàng cao cấp cả, chỉ là quần thường thôi, đường may xấu không đều",gia_cong,đường may xấu không đều,0,negative,"sản phẩm giao nhanh, với giá 160k thì sản phẩm này gọi là tạm chấp nhận được chứ mà bán với giá gốc 300 cành thì quần này rất xấu quần chỉ thừa rất nhiều. chất lượng hoàn thiện chưa cao, không ai nói đây là hàng cao cấp cả, chỉ là quần thường thôi, đường may xấu không đều [SEP] đường may gia công chỉ may",0
643,"hàng đẹp giao hàng nhanh, rẻ, đúng với mô tả cửa hàng cửa hàng tư vấn nhiệt tình",gia_ca," rẻ,",2,positive,"hàng đẹp giao hàng nhanh, rẻ, đúng với mô tả cửa hàng cửa hàng tư vấn nhiệt tình [SEP] giá giá tiền mắc rẻ",2
477,hơi thất vọng. ống quần may rất vênh. đường may gấu rất ngắn nên lên kiểu dáng xấu chất vải thì nói chung phù hợp với giá tiền vải cũng là vải xấu thôi. cạp quần thì hơi cứng. nói chung tiền nào của nấy. thấy lên hình đẹp vậy thôi chứ bình thường lắm.,gia_cong,"ng quần may rất vênh. đường may gấu rất ngắn,  cạp quần thì hơi cứng",0,negative,hơi thất vọng. ống quần may rất vênh. đường may gấu rất ngắn nên lên kiểu dáng xấu chất vải thì nói chung phù hợp với giá tiền vải cũng là vải xấu thôi. cạp quần thì hơi cứng. nói chung tiền nào của nấy. thấy lên hình đẹp vậy thôi chứ bình thường lắm. [SEP] đường may gia công chỉ may,0
699,"mua nguyên 1 sét này luôn cả áo với quần kêta hợp đẹp ,mặc vừa mà tôn dáng lắm í ,chất vải đẹp rất ít chỉ thừa ,ưng rất cửa hàng ạ ,cảm ơn cửa hàng nhiều😚😘😘😘😘😘😘😜😜😜😜😜😜😜😜",kich_co,mặc vừa,2,positive,"mua nguyên 1 sét này luôn cả áo với quần kêta hợp đẹp ,mặc vừa mà tôn dáng lắm í ,chất vải đẹp rất ít chỉ thừa ,ưng rất cửa hàng ạ ,cảm ơn cửa hàng nhiều😚😘😘😘😘😘😘😜😜😜😜😜😜😜😜 [SEP] size kích cỡ rộng chật ngắn dài",2
268,kiểu dáng quần tốt kích cỡ chuẩn hoàn thiện chưa tốt chi tiết và nhiều chỉ thừa chất vải mềm nhưng kiểu rẻ mặc nóng dày nchug tiền nào của lấy ai thích rẻ thì mua đánh giá thêm vì nay mình mới xem kĩ thấy đường may không chắc chắn chỉ nối loằng ngoằng tuột hết đường liên khết các mảnh vải thực sực đáng suy ngẫm trc khi mua rẻ nhưng không ứng dụng được tốt thì cũng không đáng lắm,kich_co,kích cỡ chuẩn ,2,positive,kiểu dáng quần tốt kích cỡ chuẩn hoàn thiện chưa tốt chi tiết và nhiều chỉ thừa chất vải mềm nhưng kiểu rẻ mặc nóng dày nchug tiền nào của lấy ai thích rẻ thì mua đánh giá thêm vì nay mình mới xem kĩ thấy đường may không chắc chắn chỉ nối loằng ngoằng tuột hết đường liên khết các mảnh vải thực sực đáng suy ngẫm trc khi mua rẻ nhưng không ứng dụng được tốt thì cũng không đáng lắm [SEP] size kích cỡ rộng chật ngắn dài,2
96,"chất liệu mỏng nhũn hư fom, túi quần trước chật, túi quần sau không có cúc gài giao hàng chậm",gia_cong,túi quần sau không có cúc gài,0,negative,"chất liệu mỏng nhũn hư fom, túi quần trước chật, túi quần sau không có cúc gài giao hàng chậm [SEP] đường may gia công chỉ may",0
330,đường kim mũi chỉ cẩu thả. chỉ thừa nhiều. vải lót túi bằng nylong cứng. vải quần nóng phù hợp mặc thu đông.thua hàng chợ bán cho công nhân,gia_cong,đường kim mũi chỉ cẩu thả. chỉ thừa nhiều. vải lót túi bằng nylong cứng.,0,negative,đường kim mũi chỉ cẩu thả. chỉ thừa nhiều. vải lót túi bằng nylong cứng. vải quần nóng phù hợp mặc thu đông.thua hàng chợ bán cho công nhân [SEP] đường may gia công chỉ may,0
67,"chất vải nhìn y con gái vậy á với không dài mặc bị ngắn, giờ mới mặc đi làm quần bị rách túi chán",chat_lieu,chất vải nhìn y con gái,0,negative,"chất vải nhìn y con gái vậy á với không dài mặc bị ngắn, giờ mới mặc đi làm quần bị rách túi chán [SEP] vải chất liệu vải thun cotton jean kaki",0
390,"nhắn tin cửa hàng không phản hồi về việc kích cỡ quần . ảnh mang tính chất đánh giá . nhận hàng thứ 6 tuần trước đến giờ vãn không phản hôi . bù lại chất lượng quần với giá tiền đó thì tạm ổn nhiều chỉ thừa, may lệch khuy",cham_soc_khach_hang,nhắn tin cửa hàng không phản hồi về việc kích cỡ quần . nhận hàng thứ 6 tuần trước đến giờ vãn không phản hôi ,0,negative,"nhắn tin cửa hàng không phản hồi về việc kích cỡ quần . ảnh mang tính chất đánh giá . nhận hàng thứ 6 tuần trước đến giờ vãn không phản hôi . bù lại chất lượng quần với giá tiền đó thì tạm ổn nhiều chỉ thừa, may lệch khuy [SEP] chăm sóc khách hàng tư vấn phản hồi rep tin nhắn hỗ trợ",0
481,"quần bị lỗi, phần đáy bị séo mặc cứ bị vướng đáy khá khó chịu",gia_cong, phần đáy bị séo mặc cứ bị vướng đáy khá khó chịu,0,negative,"quần bị lỗi, phần đáy bị séo mặc cứ bị vướng đáy khá khó chịu [SEP] đường may gia công chỉ may",0
67,"chất vải nhìn y con gái vậy á với không dài mặc bị ngắn, giờ mới mặc đi làm quần bị rách túi chán",gia_cong,quần bị rách túi,0,negative,"chất vải nhìn y con gái vậy á với không dài mặc bị ngắn, giờ mới mặc đi làm quần bị rách túi chán [SEP] đường may gia công chỉ may",0
626,"giao đúng kích cỡ đúng màu. nhưng may hơi ẩu xíu, về, lỗi đường may....",kich_co,giao đúng kích cỡ,2,positive,"giao đúng kích cỡ đúng màu. nhưng may hơi ẩu xíu, về, lỗi đường may.... [SEP] size kích cỡ rộng chật ngắn dài",2
440,"vải hơi mỏng so với lúc tr mình từng mua , đường may cũng xấu hơn , độ hoàn thiện 8 10 from không đẹp",kieu_dang,from không đẹp,0,negative,"vải hơi mỏng so với lúc tr mình từng mua , đường may cũng xấu hơn , độ hoàn thiện 8 10 from không đẹp [SEP] kiểu dáng form thiết kế mẫu",0
365,"không giống với hình ảnh, vải xấu",chat_lieu,vải xấu,0,negative,"không giống với hình ảnh, vải xấu [SEP] vải chất liệu vải thun cotton jean kaki",0
405,kích cỡ 28 cho người 1 tạ,kich_co,kích cỡ 28 cho người 1 tạ,0,negative,kích cỡ 28 cho người 1 tạ [SEP] size kích cỡ rộng chật ngắn dài,0
262,"cửa hàng giao nhầm kích cỡ khi mình yêu cầu đổi lại thì 1 tuần hàng vẫn chữa về. mình hỏi lại cửa hàng thì báo dvvc lỗi nên không giao về được. sau đó mình yêu cầu giao lại thì cửa hàng báo không kịp do cận tết, mình cảm thấy rất bực mình về dịch vụ cskh của cửa hàng khi báo hàng đang được chuyển đi xong sau đó lại báo là nhầm đơn, và cửa hàng trả lời tn khách hàng rất chậm.",cham_soc_khach_hang,", mình cảm thấy rất bực mình về dịch vụ cskh của cửa hàng khi báo hàng đang được chuyển đi xong sau đó lại báo là nhầm đơn, và cửa hàng trả lời tn khách hàng rất chậm.",0,negative,"cửa hàng giao nhầm kích cỡ khi mình yêu cầu đổi lại thì 1 tuần hàng vẫn chữa về. mình hỏi lại cửa hàng thì báo dvvc lỗi nên không giao về được. sau đó mình yêu cầu giao lại thì cửa hàng báo không kịp do cận tết, mình cảm thấy rất bực mình về dịch vụ cskh của cửa hàng khi báo hàng đang được chuyển đi xong sau đó lại báo là nhầm đơn, và cửa hàng trả lời tn khách hàng rất chậm. [SEP] chăm sóc khách hàng tư vấn phản hồi rep tin nhắn hỗ trợ",0
571,"giặt máy 3 4 lần phần túi đã rách, chất lượng vải dùng được",chat_lieu, chất lượng vải dùng được,1,neutral,"giặt máy 3 4 lần phần túi đã rách, chất lượng vải dùng được [SEP] vải chất liệu vải thun cotton jean kaki",1
675,bốc phốt cửa hàng quần giá rẻ nhưng chất lượng đẹp xò rất nhaaaa. ngừi iuu mình m79 65kg mặc kích cỡ 31 vừa inn luônnn. nên mua nhé mọi người uii. mình sẽ mua lại ủng hộ shoppp ,chat_luong,chất lượng đẹp xò rất nhaaaa,2,positive,bốc phốt cửa hàng quần giá rẻ nhưng chất lượng đẹp xò rất nhaaaa. ngừi iuu mình m79 65kg mặc kích cỡ 31 vừa inn luônnn. nên mua nhé mọi người uii. mình sẽ mua lại ủng hộ shoppp  [SEP] chất lượng tốt xấu thất vọng hài lòng,2
364,mua tổng cộng 2 quần 2 áo mà cửa hàng giao có 2 áo 1 quần. nt cửa hàng chặn tn.,giao_hang,mua tổng cộng 2 quần 2 áo mà cửa hàng giao có 2 áo 1 quần,0,negative,mua tổng cộng 2 quần 2 áo mà cửa hàng giao có 2 áo 1 quần. nt cửa hàng chặn tn. [SEP] ship giao hàng vận chuyển giao lâu,0
322,"quần ổn vừa phải với giá tiền,giao hàng lâu, khi tôi hủy đơn để thay đổi địa chỉ nhận hàng thì cửa hàng lại không chấp nhận , trong khi thời gian chuẩn bị hàng thì lại đến 3 4 ngày làm tôi rất khó khăn trong việc nhận hàng",giao_hang,giao hàng lâu,0,negative,"quần ổn vừa phải với giá tiền,giao hàng lâu, khi tôi hủy đơn để thay đổi địa chỉ nhận hàng thì cửa hàng lại không chấp nhận , trong khi thời gian chuẩn bị hàng thì lại đến 3 4 ngày làm tôi rất khó khăn trong việc nhận hàng [SEP] ship giao hàng vận chuyển giao lâu",0
527,cũng tạm được nhưng thắt lưng bị lệch,gia_cong,thắt lưng bị lệch,0,negative,cũng tạm được nhưng thắt lưng bị lệch [SEP] đường may gia công chỉ may,0
269,"vải đẹp kiểu dáng rộng thoải mái. mình chọn kích cỡ 32 hơi rộng so với quần mình hay mặc. nhưng đường chỉ may dễ đứt dễ rách. mình mới mặc, ngồi xuống đã sứt chỉ.",kich_co,kích cỡ 32 hơi rộng so với quần mình hay mặc,0,negative,"vải đẹp kiểu dáng rộng thoải mái. mình chọn kích cỡ 32 hơi rộng so với quần mình hay mặc. nhưng đường chỉ may dễ đứt dễ rách. mình mới mặc, ngồi xuống đã sứt chỉ. [SEP] size kích cỡ rộng chật ngắn dài",0
548,"mình đặt mua 1 quần tây đen và 1 sơ mi trắng cho con trai ,quần vải dày đẹp , áo sơ mi trắng thì đường may xấu ,nách áo trước thì 2 đường may không chồng lên mà nằm cách nhau ,chỉ dư nhiều và nách áo sau đường chỉ may chỗ to ,chỗ nhỏ xíu thấy rỏ ,",gia_cong,"đường may xấu,chỉ dư nhiều và nách áo sau đường chỉ may chỗ to ,chỗ nhỏ xíu thấy rỏ ,",0,negative,"mình đặt mua 1 quần tây đen và 1 sơ mi trắng cho con trai ,quần vải dày đẹp , áo sơ mi trắng thì đường may xấu ,nách áo trước thì 2 đường may không chồng lên mà nằm cách nhau ,chỉ dư nhiều và nách áo sau đường chỉ may chỗ to ,chỗ nhỏ xíu thấy rỏ , [SEP] đường may gia công chỉ may",0
703,phải nói là đồ giá rẻ mà chất lượng đỉnh vlin mình cao 1m72 nặng 67kg mặc quần kích cỡ 31 fit đẹp zin luôn cảm ơn cửa hàng nhiều nha,chat_luong, đồ giá rẻ mà chất lượng đỉnh vlin,2,positive,phải nói là đồ giá rẻ mà chất lượng đỉnh vlin mình cao 1m72 nặng 67kg mặc quần kích cỡ 31 fit đẹp zin luôn cảm ơn cửa hàng nhiều nha [SEP] chất lượng tốt xấu thất vọng hài lòng,2
216,dùng được 1 hôm mà đã sờn vải,do_ben,dùng được 1 hôm mà đã sờn vải,0,negative,dùng được 1 hôm mà đã sờn vải [SEP] độ bền bền rách bung hỏng,0
639,"chất liệu vải tốt, mềm mịn, có độ co giãn tốt, không có dấu hiệu bung chỉ, lưng quần cứng cáp chuẩn, phần túi được may bằng lời vải lụa khá cao cấp so với các loại quần bán ngoài chợ, đường chỉ được may bích lại rất cẩn thận, theo cảm nhận of me thì túi chỉ vừa chuẩn chứ không rất rộng, nói chung là sp rất hợp với giá tiền, theo mik thì 9 10. chúc cửa hàng thành công và bán đắt hơn",gia_cong,"không có dấu hiệu bung chỉ, đường chỉ được may bích lại rất cẩn thận, t",2,positive,"chất liệu vải tốt, mềm mịn, có độ co giãn tốt, không có dấu hiệu bung chỉ, lưng quần cứng cáp chuẩn, phần túi được may bằng lời vải lụa khá cao cấp so với các loại quần bán ngoài chợ, đường chỉ được may bích lại rất cẩn thận, theo cảm nhận of me thì túi chỉ vừa chuẩn chứ không rất rộng, nói chung là sp rất hợp với giá tiền, theo mik thì 9 10. chúc cửa hàng thành công và bán đắt hơn [SEP] đường may gia công chỉ may",2
293,vải dày dặn nhưng mà bị lỗi nè kiểu dáng xấu với lại bị vải bị bung r,chat_lieu,vải dày dặn ,2,positive,vải dày dặn nhưng mà bị lỗi nè kiểu dáng xấu với lại bị vải bị bung r [SEP] vải chất liệu vải thun cotton jean kaki,2
434,quần có vè dài dối với mét 7 có chỉ thừa nhưng vải tạm ổn chấp nhận,kich_co,quần có vè dài dối với mét 7 ,0,negative,quần có vè dài dối với mét 7 có chỉ thừa nhưng vải tạm ổn chấp nhận [SEP] size kích cỡ rộng chật ngắn dài,0
222,"chất vải cũng tốt dày, chỉ thừa hơi nhiều quần vừa lấy xong đã bung luôn cúc rất xấu trừ điểm vì chỉ thừa",chat_lieu,chất vải cũng tốt dày,2,positive,"chất vải cũng tốt dày, chỉ thừa hơi nhiều quần vừa lấy xong đã bung luôn cúc rất xấu trừ điểm vì chỉ thừa [SEP] vải chất liệu vải thun cotton jean kaki",2
1," quần rất rộng lại ngắn nhắn tin thì trả lời chậm rất lâu luôn , gọi cho cửa hàng thì không gọi được thế mà lúc gửi nhận hành còn kèm theo tờ giấy lỗi hay gì hoàn trả 100 quần tốt so với giá tiền dịch vụ kém các bạn cân nhắc khi mua nhé lỗi hay hoàn trả gì đấy thì coi như mang mà đi sửa",uy_tin_cua_hang,gọi cho cửa hàng thì không gọi được,0,negative," quần rất rộng lại ngắn nhắn tin thì trả lời chậm rất lâu luôn , gọi cho cửa hàng thì không gọi được thế mà lúc gửi nhận hành còn kèm theo tờ giấy lỗi hay gì hoàn trả 100 quần tốt so với giá tiền dịch vụ kém các bạn cân nhắc khi mua nhé lỗi hay hoàn trả gì đấy thì coi như mang mà đi sửa [SEP] uy tín shop cửa hàng đáng tin",0
187,"sản phẩm may ẩu lỗi nhiều, cskh kém trả lời tin nhắn chậm",cham_soc_khach_hang,cskh kém trả lời tin nhắn chậm,0,negative,"sản phẩm may ẩu lỗi nhiều, cskh kém trả lời tin nhắn chậm [SEP] chăm sóc khách hàng tư vấn phản hồi rep tin nhắn hỗ trợ",0
353,"quần mua về thấy đục lỗ sẵn, hàng cũ hay gì bị lừa rồi, thấy nhiều lượt mua nên mua mà vậy thất vọng",gia_cong,quần mua về thấy đục lỗ sẵn,0,negative,"quần mua về thấy đục lỗ sẵn, hàng cũ hay gì bị lừa rồi, thấy nhiều lượt mua nên mua mà vậy thất vọng [SEP] đường may gia công chỉ may",0
592,quần thì khá ưng ý còn áo sơ mi trắng thì rất mỏng nhìn xuyên thấu luôn,chat_lieu, áo sơ mi trắng thì rất mỏng nhìn xuyên thấu luôn,0,negative,quần thì khá ưng ý còn áo sơ mi trắng thì rất mỏng nhìn xuyên thấu luôn [SEP] vải chất liệu vải thun cotton jean kaki,0
516,"quần áo đẹp y hệt trên hình, chất vải thì dày dặn, cửa hàng có giao hàng hoả tốc tiện dã man, tư vấn nhiệt tình, sẽ mua ủng hộ nhiều hơn rất đáng tiền",giao_hang,cửa hàng có giao hàng hoả tốc tiện dã man,2,positive,"quần áo đẹp y hệt trên hình, chất vải thì dày dặn, cửa hàng có giao hàng hoả tốc tiện dã man, tư vấn nhiệt tình, sẽ mua ủng hộ nhiều hơn rất đáng tiền [SEP] ship giao hàng vận chuyển giao lâu",2
698,"mua lần thứ 2, kiểu dáng quần hơi rộng, chỉ hơi dễ sứt nhưng giá thành vậy là rất hợp lí",gia_ca,giá thành vậy là rất hợp lí,2,positive,"mua lần thứ 2, kiểu dáng quần hơi rộng, chỉ hơi dễ sứt nhưng giá thành vậy là rất hợp lí [SEP] giá giá tiền mắc rẻ",2
440,"vải hơi mỏng so với lúc tr mình từng mua , đường may cũng xấu hơn , độ hoàn thiện 8 10 from không đẹp",chat_lieu,vải hơi mỏng,0,negative,"vải hơi mỏng so với lúc tr mình từng mua , đường may cũng xấu hơn , độ hoàn thiện 8 10 from không đẹp [SEP] vải chất liệu vải thun cotton jean kaki",0
472,cửa hàng nhiệt tình mình mua hộ đứa e .chất lượng ok.trời đất.gửi về mà quần không có khóa sao mặc,chat_luong,chất lượng ok,2,positive,cửa hàng nhiệt tình mình mua hộ đứa e .chất lượng ok.trời đất.gửi về mà quần không có khóa sao mặc [SEP] chất lượng tốt xấu thất vọng hài lòng,2
709,"mua lần 2 nhưng khá thất vọng giao hàng 4 ngày nhưng đến 10 ngày chờ vì bị quên chất vải thấy không đẹp như lần đầu đau bự lièn khó bóp sửa giá cao hơn, lần trước có 2 khuy cài nhìn rất chắc chắn quần mới chỉ có 1 nút. khá thất vọng",chat_lieu,chất vải thấy không đẹp như lần đầu,0,negative,"mua lần 2 nhưng khá thất vọng giao hàng 4 ngày nhưng đến 10 ngày chờ vì bị quên chất vải thấy không đẹp như lần đầu đau bự lièn khó bóp sửa giá cao hơn, lần trước có 2 khuy cài nhìn rất chắc chắn quần mới chỉ có 1 nút. khá thất vọng [SEP] vải chất liệu vải thun cotton jean kaki",0
